prix,adresse,marque,dim_ecr,ram,stockage,etat
585247,Plateau,iPhone,7.0,32,217,D'occasion
460245,Point-e,iPhone,8.0,26,217,D'occasion
445245,Zone industrielle,iPhone,7.0,25,218,D'occasion
440247,Sicap foire,iPhone,7.0,24,347,D'occasion
660248,Point-e,iPhone,6.0,32,217,D'occasion
1080245,Plateau,iPhone,9.0,30,603,D'occasion
500247,Sicap foire,iPhone,8.0,23,217,D'occasion
640247,Gueule-Tapée,iPad,4.0,27,344,D'occasion
330246,Sicap Sacré-cœur,iPhone,7.0,26,219,D'occasion
570246,Sacré-cœur,Xiaomi,7.0,33,346,D'occasion
545247,Fass,iPhone,8.0,30,345,D'occasion
190798,Fann,iPhone,7.0,36,344,D'occasion
770246,Ngaparou,iPhone,7.0,27,217,D'occasion
440244,Pikine,iPhone,6.0,24,217,D'occasion
270246,Point-e,iPhone,6.0,24,216,D'occasion
480247,Zone industrielle,iPad,6.0,28,346,D'occasion
440247,Plateau,Tecno,6.0,29,344,D'occasion
565246,Yoff,Itel,7.0,147,217,D'occasion
480247,Point-e,iPhone,7.0,26,219,D'occasion
540249,Liberte 6,iPhone,8.0,32,216,D'occasion
840246,Sacré-cœur,iPhone,9.0,32,216,D'occasion
290246,Point-e,iPhone,7.0,24,153,D'occasion
285247,Pikine,iPad,0.0,31,219,D'occasion
235246,Ngaparou,iPhone,7.0,30,122,D'occasion
290245,Plateau,Viwa,9.0,32,218,D'occasion
240246,Sicap Liberté,iPad,7.0,23,156,D'occasion
260147,Liberte 6,LG,9.0,27,217,D'occasion
615248,Zone industrielle,iPhone,6.0,31,217,D'occasion
370246,Plateau,iPhone,7.0,27,153,D'occasion
190747,Fann,iPhone,9.0,32,218,D'occasion
330248,Fenêtre mermoz,iPhone,9.0,32,219,D'occasion
225245,Sicap Sacré-cœur,iPhone,5.0,21,105,D'occasion
375247,Yoff,Tecno,6.0,27,344,D'occasion
499245,Point-e,iPhone,9.0,31,217,D'occasion
409248,Sacré-cœur,iPhone,8.0,31,345,D'occasion
355245,Plateau,Honor,7.0,29,217,D'occasion
585246,Plateau,iPhone,7.0,31,218,D'occasion
460247,Plateau,iPhone,9.0,26,216,D'occasion
445247,Plateau,iPhone,8.0,24,218,D'occasion
440247,Virage,iPhone,7.0,22,344,D'occasion
660246,Pikine,iPhone,8.0,31,217,D'occasion
1080248,Plateau,iPhone,12.0,32,602,D'occasion
500248,Sicap foire,iPhone,7.0,24,215,D'occasion
640247,Hann maristes,Xiaomi,4.0,26,347,D'occasion
330248,VDN,iPhone,9.0,26,218,D'occasion
570248,Plateau,iPad,7.0,33,346,D'occasion
545246,Fenêtre mermoz,iPhone,6.0,31,347,D'occasion
190797,Fass,iPhone,7.0,35,344,D'occasion
770249,Médina,iPhone,7.0,28,217,D'occasion
440247,Point-e,iPhone,6.0,23,218,D'occasion
270246,Pikine,iPhone,6.0,24,217,D'occasion
480246,Plateau,iPad,7.0,27,344,D'occasion
440248,Point-e,ZTE,8.0,28,345,D'occasion
565245,Plateau,Itel,8.0,148,217,D'occasion
480247,Point-e,iPhone,9.0,26,219,D'occasion
540249,Liberte 6,iPhone,9.0,32,218,D'occasion
840248,Sacré-cœur,iPhone,9.0,32,216,D'occasion
290248,Pikine,iPhone,7.0,25,155,D'occasion
285247,Plateau,ZTE,0.0,32,219,D'occasion
235246,Ngor,iPhone,7.0,31,122,D'occasion
290246,Plateau,Xiaomi,10.0,34,220,D'occasion
240246,Saly,Xiaomi,8.0,24,153,D'occasion
260147,Liberte 5,Nodis,7.0,25,218,D'occasion
615245,Virage,iPhone,9.0,31,219,D'occasion
370246,Saly,iPhone,9.0,25,153,D'occasion
190747,Fann,iPhone,8.0,31,216,D'occasion
330248,Grand-Yoff,iPhone,8.0,33,218,D'occasion
225245,Sicap Sacré-cœur,iPhone,5.0,22,104,D'occasion
375249,Zone industrielle,Viwa,7.0,26,344,D'occasion
499246,Saly,iPhone,7.0,30,217,D'occasion
409247,Point-e,iPhone,7.0,33,346,D'occasion
355245,Plateau,Ice-Phone,6.0,28,219,D'occasion
585247,Point-e,iPhone,8.0,32,218,D'occasion
460246,Point-e,iPhone,7.0,25,219,D'occasion
445248,Plateau,iPhone,6.0,26,218,D'occasion
440246,Sicap foire,iPhone,5.0,23,345,D'occasion
660246,Point-e,iPhone,8.0,30,219,D'occasion
1080246,Point-e,iPhone,9.0,30,604,D'occasion
500248,Sicap foire,iPhone,6.0,24,217,D'occasion
640247,Gueule-Tapée,iPad,3.0,26,344,D'occasion
330248,Sicap foire,iPhone,7.0,26,217,D'occasion
570248,Plateau,ZTE,8.0,33,346,D'occasion
545247,Fass,iPhone,7.0,31,344,D'occasion
190798,Fass,iPhone,9.0,36,345,D'occasion
770245,Mermoz,iPhone,7.0,28,218,D'occasion
440246,Plateau,iPhone,5.0,23,219,D'occasion
270247,Plateau,iPhone,7.0,24,218,D'occasion
480246,Yoff,ZTE,9.0,27,344,D'occasion
440249,Plateau,Xiaomi,5.0,26,346,D'occasion
565246,Yoff,Nodis,6.0,146,217,D'occasion
480246,Saly,iPhone,6.0,27,220,D'occasion
540246,Liberte 5,iPhone,8.0,30,217,D'occasion
840246,Sacré-cœur,iPhone,7.0,30,218,D'occasion
290247,Plateau,iPhone,6.0,27,154,D'occasion
285246,Patte d‘oie,iPad,0.0,30,216,D'occasion
235249,Ngaparou,iPhone,7.0,32,123,D'occasion
290247,Plateau,ZTE,7.0,32,219,D'occasion
240246,Sicap Sacré-cœur,Viwa,7.0,21,153,D'occasion
260146,Liberte 5,Nokia,7.0,26,218,D'occasion
615247,Zone industrielle,iPhone,7.0,31,219,D'occasion
370244,Sacré-cœur,iPhone,7.0,26,153,D'occasion
190746,Fass,iPhone,8.0,33,217,D'occasion
330245,Guediawaye,iPhone,7.0,33,217,D'occasion
225245,Sicap Sacré-cœur,iPhone,4.0,22,106,D'occasion
375248,Zone industrielle,ZTE,7.0,28,346,D'occasion
499246,Plateau,iPhone,7.0,33,218,D'occasion
409246,Plateau,iPhone,6.0,31,345,D'occasion
355246,Virage,Google,8.0,26,217,D'occasion
585246,Plateau,iPhone,8.0,31,217,D'occasion
460247,Sacré-cœur,iPhone,9.0,28,220,D'occasion
445249,Yoff,iPhone,7.0,25,219,D'occasion
440246,Sicap foire,iPhone,7.0,24,347,D'occasion
660247,Pikine,iPhone,7.0,32,218,D'occasion
1080247,Point-e,iPhone,10.0,31,600,D'occasion
500246,Sicap foire,iPhone,7.0,23,216,D'occasion
640245,Gueule-Tapée,iPad,3.0,28,345,D'occasion
330247,Sicap Sacré-cœur,iPhone,6.0,26,218,D'occasion
570245,Saly,iPad,9.0,32,346,D'occasion
545246,Fass,iPhone,8.0,32,346,D'occasion
190796,Fenêtre mermoz,iPhone,9.0,35,345,D'occasion
770247,Mermoz,iPhone,6.0,29,220,D'occasion
440246,Pikine,iPhone,8.0,21,218,D'occasion
270247,Point-e,iPhone,6.0,23,218,D'occasion
480246,Plateau,Xiaomi,8.0,26,346,D'occasion
440246,Pikine,ZTE,5.0,28,346,D'occasion
565247,Virage,LG,9.0,149,218,D'occasion
480248,Point-e,iPhone,8.0,27,217,D'occasion
540248,Liberte 6 extension,iPhone,8.0,32,220,D'occasion
840248,Sacré-cœur,iPhone,7.0,30,216,D'occasion
290246,Plateau,iPhone,8.0,26,153,D'occasion
285247,Plateau,ZTE,1.0,31,217,D'occasion
235246,Ngor,iPhone,8.0,30,121,D'occasion
290247,Plateau,iPad,6.0,33,219,D'occasion
240247,Sicap Sacré-cœur,Viwa,7.0,24,154,D'occasion
260145,Liberte 6 extension,Nokia,6.0,26,218,D'occasion
615246,Yoff,iPhone,10.0,31,218,D'occasion
370245,Point-e,iPhone,5.0,24,155,D'occasion
190746,Dieuppeul,iPhone,7.0,33,216,D'occasion
330247,Grand-Yoff,iPhone,8.0,32,217,D'occasion
225247,Sicap foire,iPhone,5.0,21,106,D'occasion
375248,Plateau,Viwa,6.0,26,346,D'occasion
499248,Point-e,iPhone,8.0,32,219,D'occasion
409245,Plateau,iPhone,8.0,30,346,D'occasion
355246,Yoff,Honor,7.0,27,219,D'occasion
585246,Point-e,iPhone,7.0,34,217,D'occasion
460248,Sacré-cœur,iPhone,8.0,28,216,D'occasion
445247,Plateau,iPhone,8.0,26,219,D'occasion
440246,VDN,iPhone,6.0,23,346,D'occasion
660245,Patte d‘oie,iPhone,9.0,31,217,D'occasion
1080246,Point-e,iPhone,9.0,31,604,D'occasion
500246,Sicap Sacré-cœur,iPhone,8.0,26,218,D'occasion
640245,Grand-Yoff,iPad,3.0,27,346,D'occasion
330247,VDN,iPhone,6.0,25,218,D'occasion
570245,Saly,Xiaomi,8.0,31,346,D'occasion
545248,Fann,iPhone,6.0,32,345,D'occasion
190795,Fann,iPhone,8.0,37,345,D'occasion
770247,Ngaparou,iPhone,8.0,28,216,D'occasion
440246,Patte d‘oie,iPhone,8.0,22,215,D'occasion
270246,Patte d‘oie,iPhone,5.0,24,216,D'occasion
480247,Zone industrielle,ZTE,7.0,28,346,D'occasion
440247,Point-e,ZTE,7.0,27,346,D'occasion
565246,Plateau,Motorola,6.0,149,217,D'occasion
480246,Pikine,iPhone,8.0,27,219,D'occasion
540247,Liberte 5,iPhone,8.0,30,218,D'occasion
840248,Sacré-cœur,iPhone,9.0,31,216,D'occasion
290247,Pikine,iPhone,7.0,25,153,D'occasion
285246,Pikine,Xiaomi,0.0,32,218,D'occasion
235246,Ngaparou,iPhone,9.0,32,122,D'occasion
290248,Plateau,iPad,8.0,31,218,D'occasion
240247,Sicap Sacré-cœur,ZTE,7.0,23,154,D'occasion
260147,Liberte 6,Nodis,9.0,27,217,D'occasion
615249,Zone industrielle,iPhone,8.0,33,218,D'occasion
370247,Patte d‘oie,iPhone,6.0,25,155,D'occasion
190747,Dieuppeul,iPhone,7.0,32,218,D'occasion
330248,Grand-Yoff,iPhone,8.0,32,217,D'occasion
225246,Sicap Sacré-cœur,iPhone,6.0,22,107,D'occasion
375245,Plateau,Tecno,6.0,28,346,D'occasion
499245,Pikine,iPhone,7.0,32,218,D'occasion
409247,Point-e,iPhone,7.0,31,347,D'occasion
355248,Zone industrielle,Honor,6.0,27,216,D'occasion
585248,Plateau,iPhone,8.0,31,215,D'occasion
460246,Sacré-cœur,iPhone,8.0,27,219,D'occasion
445244,Yoff,iPhone,6.0,26,217,D'occasion
440248,Yoff,iPhone,7.0,22,345,D'occasion
660246,Plateau,iPhone,7.0,33,218,D'occasion
1080246,Point-e,iPhone,9.0,32,603,D'occasion
500244,Sicap Sacré-cœur,iPhone,7.0,23,217,D'occasion
640246,Guediawaye,ZTE,4.0,28,347,D'occasion
330246,Virage,iPhone,7.0,25,218,D'occasion
570247,Saly,ZTE,7.0,31,346,D'occasion
545247,Grand-Yoff,iPhone,9.0,33,345,D'occasion
190795,Fann,iPhone,7.0,35,346,D'occasion
770247,Mermoz,iPhone,9.0,28,218,D'occasion
440247,Pikine,iPhone,6.0,22,218,D'occasion
270246,Point-e,iPhone,6.0,23,218,D'occasion
480246,Yoff,iPad,7.0,27,346,D'occasion
440246,Plateau,Viwa,8.0,28,345,D'occasion
565244,Virage,LG,7.0,149,216,D'occasion
480245,Point-e,iPhone,8.0,27,218,D'occasion
540248,Liberte 6,iPhone,8.0,30,217,D'occasion
840248,Sacré-cœur,iPhone,7.0,32,215,D'occasion
290246,Point-e,iPhone,6.0,25,155,D'occasion
285248,Pikine,ZTE,1.0,32,218,D'occasion
235247,Ngor,iPhone,7.0,33,122,D'occasion
290245,Plateau,ZTE,8.0,32,217,D'occasion
240246,Sicap Sacré-cœur,Xiaomi,9.0,23,153,D'occasion
260149,Liberte 5,LG,8.0,25,218,D'occasion
615245,Yoff,iPhone,9.0,31,219,D'occasion
370247,Plateau,iPhone,7.0,25,153,D'occasion
190749,Fass,iPhone,9.0,32,219,D'occasion
330246,Gueule-Tapée,iPhone,7.0,32,217,D'occasion
225246,Sicap foire,iPhone,9.0,22,105,D'occasion
375247,Yoff,Viwa,6.0,27,345,D'occasion
499247,Point-e,iPhone,6.0,32,217,D'occasion
409249,Plateau,iPhone,6.0,31,346,D'occasion
355244,Yoff,Google,6.0,26,220,D'occasion
585246,Point-e,iPhone,8.0,31,220,D'occasion
460247,Plateau,iPhone,9.0,26,219,D'occasion
445246,Yoff,iPhone,6.0,25,218,D'occasion
440248,Sicap Sacré-cœur,iPhone,8.0,23,347,D'occasion
660246,Plateau,iPhone,6.0,30,216,D'occasion
1080247,Plateau,iPhone,9.0,32,601,D'occasion
500246,Sicap Sacré-cœur,iPhone,7.0,25,217,D'occasion
640246,Grand-Yoff,iPad,5.0,27,346,D'occasion
330247,VDN,iPhone,8.0,25,218,D'occasion
570246,Sicap Liberté,Viwa,7.0,32,346,D'occasion
545245,Fann,iPhone,7.0,32,347,D'occasion
190797,Fann,iPhone,7.0,36,346,D'occasion
770246,Liberte 6 extension,iPhone,7.0,27,216,D'occasion
440248,Point-e,iPhone,6.0,25,218,D'occasion
270246,Point-e,iPhone,5.0,25,220,D'occasion
480247,Virage,iPhone,7.0,27,345,D'occasion
440246,Pikine,Xiaomi,7.0,29,345,D'occasion
565247,Virage,Itel,6.0,148,217,D'occasion
480247,Point-e,iPhone,7.0,27,217,D'occasion
540246,Mermoz,iPhone,8.0,32,217,D'occasion
840247,Saly,iPhone,8.0,34,219,D'occasion
290246,Sacré-cœur,iPhone,7.0,26,154,D'occasion
285246,Point-e,Viwa,1.0,32,216,D'occasion
235247,Ngaparou,iPhone,8.0,33,123,D'occasion
290246,Plateau,Xiaomi,9.0,32,218,D'occasion
240246,Sicap Sacré-cœur,Xiaomi,6.0,24,153,D'occasion
260146,Liberte 6 extension,OnePlus,7.0,27,216,D'occasion
615245,Plateau,iPhone,8.0,31,218,D'occasion
370248,Sacré-cœur,iPhone,7.0,26,154,D'occasion
190747,Fass,iPhone,9.0,30,216,D'occasion
330246,Gueule-Tapée,iPhone,7.0,31,218,D'occasion
225245,Sicap Sacré-cœur,iPhone,5.0,21,104,D'occasion
375247,Virage,Xiaomi,7.0,26,345,D'occasion
499245,Plateau,iPhone,7.0,32,218,D'occasion
409246,Pikine,iPhone,8.0,32,346,D'occasion
355246,Zone industrielle,Google,7.0,29,218,D'occasion
585249,Point-e,iPhone,8.0,31,220,D'occasion
460245,Saly,iPhone,8.0,26,218,D'occasion
445246,Zone industrielle,iPhone,5.0,25,219,D'occasion
440246,Sicap foire,iPhone,7.0,23,346,D'occasion
660247,Point-e,iPhone,9.0,31,218,D'occasion
1080247,Plateau,iPhone,12.0,32,603,D'occasion
500245,Sicap Sacré-cœur,iPhone,8.0,24,218,D'occasion
640246,Guediawaye,ZTE,5.0,27,347,D'occasion
330248,Sicap foire,iPhone,10.0,24,218,D'occasion
570247,Sacré-cœur,Xiaomi,8.0,33,346,D'occasion
545248,Fann,iPhone,7.0,31,345,D'occasion
190798,Fenêtre mermoz,iPhone,8.0,36,347,D'occasion
370000,Hlm,iPhone,6.0,12,128,Réconditionné
270000,Médina,iPhone,6.0,12,128,Réconditionné
145000,Médina,iPhone,6.0,12,64,Réconditionné
462044,Liberte 6,ZTE,7.0,11,157,Réconditionné
362044,Ouakam,iPad,7.0,10,159,Réconditionné
237045,Nord foire,iPhone,6.0,11,96,Réconditionné
462044,Keur ndiaye lô,iPad,4.0,13,158,Réconditionné
362044,Ouakam,iPhone,7.0,11,157,Réconditionné
237044,Ouakam,ZTE,7.0,11,94,Réconditionné
462045,Keur ndiaye lô,ZTE,7.0,11,157,Réconditionné
362044,Nord foire,ZTE,8.0,11,160,Réconditionné
237044,Nord foire,iPad,7.0,10,94,Réconditionné
462043,Keur ndiaye lô,ZTE,6.0,12,160,Réconditionné
362046,Ngor,iPad,5.0,11,156,Réconditionné
237045,Ngor,iPad,4.0,11,92,Réconditionné
462045,Keur ndiaye lô,iPhone,6.0,12,158,Réconditionné
362045,Nord foire,iPhone,7.0,12,158,Réconditionné
237044,Ngor,iPad,6.0,13,92,Réconditionné
462044,Keur ndiaye lô,Xiaomi,6.0,11,158,Réconditionné
362046,Ouakam,iPhone,7.0,12,157,Réconditionné
237044,Ouakam,iPhone,7.0,12,94,Réconditionné
462045,Keur ndiaye lô,iPhone,7.0,10,157,Réconditionné
362043,Nord foire,iPhone,5.0,12,157,Réconditionné
237044,Ouakam,iPhone,5.0,13,94,Réconditionné
462046,Liberte 5,iPhone,6.0,11,158,Réconditionné
362044,Ngor,iPad,7.0,11,159,Réconditionné
237044,Ngor,iPad,5.0,8,95,Réconditionné
462045,Keur ndiaye lô,iPhone,7.0,11,159,Réconditionné
362044,Ngor,iPhone,6.0,12,157,Réconditionné
237045,Nord foire,iPhone,4.0,10,93,Réconditionné
462046,Liberte 6,iPad,6.0,11,158,Réconditionné
362044,Nord foire,ZTE,7.0,12,157,Réconditionné
237043,Nord foire,ZTE,6.0,13,94,Réconditionné
462045,Liberte 6 extension,iPhone,6.0,11,157,Réconditionné
362044,Ouakam,iPad,8.0,12,157,Réconditionné
237046,Nord foire,iPhone,7.0,12,92,Réconditionné
462042,Keur ndiaye lô,iPad,5.0,10,156,Réconditionné
362044,Ngaparou,iPhone,6.0,13,160,Réconditionné
237045,Ngor,iPad,6.0,11,94,Réconditionné
462044,Keur ndiaye lô,iPhone,7.0,10,158,Réconditionné
362042,Ouakam,iPhone,7.0,12,158,Réconditionné
237045,Nord foire,iPad,5.0,11,93,Réconditionné
462046,Liberte 6,iPad,6.0,14,159,Réconditionné
362045,Ngor,iPad,7.0,11,159,Réconditionné
237043,Ngaparou,iPhone,7.0,10,94,Réconditionné
462045,Liberte 6,iPhone,7.0,11,159,Réconditionné
362045,Ngaparou,iPhone,8.0,12,157,Réconditionné
237044,Ngor,iPhone,5.0,11,94,Réconditionné
462046,Liberte 5,iPhone,6.0,12,157,Réconditionné
362043,Nord foire,iPhone,6.0,10,158,Réconditionné
237042,Ngor,ZTE,7.0,10,93,Réconditionné
462044,Liberte 6,iPhone,6.0,12,157,Réconditionné
362046,Ngor,iPhone,6.0,14,159,Réconditionné
237045,Ouakam,ZTE,7.0,12,92,Réconditionné
462044,Liberte 5,iPad,8.0,11,159,Réconditionné
362045,Ouakam,iPhone,7.0,15,154,Réconditionné
237044,Ouest foire,iPhone,6.0,10,92,Réconditionné
462044,Liberte 6,iPhone,7.0,12,158,Réconditionné
362043,Ouakam,iPad,6.0,12,157,Réconditionné
237045,Ouakam,iPhone,7.0,12,94,Réconditionné
462044,Hlm grand-yoff,iPhone,7.0,12,157,Réconditionné
362043,Nord foire,iPad,6.0,11,158,Réconditionné
237043,Nord foire,iPad,7.0,11,94,Réconditionné
462044,Liberte 5,ZTE,8.0,13,159,Réconditionné
362042,Nord foire,ZTE,6.0,12,157,Réconditionné
237045,Ngor,iPad,7.0,11,94,Réconditionné
462044,Liberte 6,ZTE,6.0,10,157,Réconditionné
362044,Ouakam,ZTE,8.0,11,156,Réconditionné
237043,Ngor,iPhone,7.0,10,94,Réconditionné
462045,Keur ndiaye lô,iPad,5.0,12,158,Réconditionné
362044,Nord foire,iPad,8.0,11,157,Réconditionné
237046,Ngor,iPad,5.0,12,93,Réconditionné
462045,Keur ndiaye lô,iPhone,6.0,11,156,Réconditionné
362045,Ouakam,iPhone,8.0,11,158,Réconditionné
237044,Ngor,ZTE,5.0,11,93,Réconditionné
462043,Keur ndiaye lô,iPad,6.0,11,157,Réconditionné
362044,Nord foire,iPhone,6.0,10,155,Réconditionné
237045,Nord foire,iPhone,5.0,13,94,Réconditionné
462044,Liberte 5,iPhone,5.0,13,158,Réconditionné
362044,Ouakam,iPhone,6.0,11,156,Réconditionné
237045,Ouakam,iPad,8.0,12,94,Réconditionné
462044,Liberte 6,iPhone,5.0,12,158,Réconditionné
362044,Ngor,iPad,5.0,12,158,Réconditionné
237044,Nord foire,iPhone,6.0,12,95,Réconditionné
462043,Liberte 5,iPad,6.0,11,160,Réconditionné
362043,Ngor,iPad,7.0,11,157,Réconditionné
237045,Ngor,iPhone,8.0,12,94,Réconditionné
462044,Liberte 6,iPad,6.0,10,157,Réconditionné
362043,Ngor,iPad,5.0,13,158,Réconditionné
237044,Nord foire,iPhone,6.0,10,94,Réconditionné
462044,Liberte 5,iPhone,6.0,11,157,Réconditionné
362044,Ouakam,iPad,7.0,11,155,Réconditionné
237047,Ngaparou,Viwa,7.0,11,93,Réconditionné
462045,Liberte 5,iPhone,6.0,11,157,Réconditionné
362044,Nord foire,iPhone,6.0,10,158,Réconditionné
237046,Nord foire,iPad,6.0,11,95,Réconditionné
462045,Keur ndiaye lô,iPad,7.0,11,158,Réconditionné
362043,Nord foire,iPhone,7.0,14,158,Réconditionné
237045,Ngor,iPhone,7.0,12,95,Réconditionné
462046,Liberte 5,iPad,7.0,11,156,Réconditionné
362043,Ngor,iPhone,7.0,11,158,Réconditionné
237045,Nord foire,ZTE,6.0,11,95,Réconditionné
462045,Liberte 5,iPad,8.0,13,158,Réconditionné
362046,Ngaparou,iPhone,7.0,9,158,Réconditionné
237043,Ngor,iPad,6.0,13,92,Réconditionné
462045,Liberte 5,iPad,7.0,11,159,Réconditionné
362042,Ouakam,iPad,4.0,12,157,Réconditionné
237043,Nord foire,iPhone,7.0,10,93,Réconditionné
462045,Liberte 6,iPhone,7.0,11,156,Réconditionné
362044,Ouakam,iPhone,5.0,12,157,Réconditionné
237044,Ngaparou,ZTE,8.0,11,92,Réconditionné
462045,Liberte 5,iPhone,7.0,11,157,Réconditionné
362046,Ngaparou,iPhone,5.0,11,155,Réconditionné
237044,Ngor,iPhone,6.0,11,93,Réconditionné
462044,Liberte 5,iPhone,4.0,12,159,Réconditionné
362044,Ouakam,iPhone,6.0,12,158,Réconditionné
237046,Ouakam,iPad,6.0,13,93,Réconditionné
462045,Hlm grand-yoff,iPhone,6.0,11,158,Réconditionné
362044,Nord foire,ZTE,8.0,12,158,Réconditionné
237044,Médina,iPhone,5.0,12,94,Réconditionné
462044,Liberte 5,ZTE,6.0,12,158,Réconditionné
362043,Médina,ZTE,7.0,11,158,Réconditionné
237045,Ngor,iPad,6.0,11,92,Réconditionné
462045,Keur ndiaye lô,ZTE,6.0,11,158,Réconditionné
362043,Ngor,iPhone,5.0,11,160,Réconditionné
237044,Nord foire,iPhone,8.0,11,93,Réconditionné
462044,Liberte 6 extension,iPhone,8.0,10,159,Réconditionné
362044,Ngor,iPad,5.0,12,158,Réconditionné
237043,Ngor,iPad,5.0,13,94,Réconditionné
462043,Liberte 5,Xiaomi,6.0,12,158,Réconditionné
362043,Ngor,iPad,7.0,12,157,Réconditionné
237045,Ngaparou,iPhone,6.0,11,93,Réconditionné
462042,Liberte 5,iPhone,6.0,11,158,Réconditionné
362044,Ouest foire,Xiaomi,5.0,12,159,Réconditionné
237045,Nord foire,iPhone,7.0,11,94,Réconditionné
462043,Liberte 5,iPhone,7.0,12,159,Réconditionné
362046,Nord foire,ZTE,7.0,12,160,Réconditionné
237045,Ouakam,iPad,6.0,12,94,Réconditionné
462043,Liberte 6 extension,ZTE,6.0,11,157,Réconditionné
362043,Ngor,iPhone,5.0,13,157,Réconditionné
237043,Ouakam,iPad,8.0,13,93,Réconditionné
462043,Liberte 5,iPad,5.0,13,158,Réconditionné
362046,Ngor,iPhone,5.0,11,158,Réconditionné
237045,Ngor,ZTE,6.0,11,94,Réconditionné
462043,Keur ndiaye lô,iPhone,5.0,11,157,Réconditionné
362044,Nord foire,iPhone,5.0,12,158,Réconditionné
237045,Nord foire,iPhone,6.0,11,94,Réconditionné
462045,Liberte 5,iPhone,3.0,12,156,Réconditionné
362045,Ngor,ZTE,6.0,13,158,Réconditionné
237045,Ouakam,iPhone,7.0,12,95,Réconditionné
462045,Keur ndiaye lô,iPhone,6.0,11,157,Réconditionné
362043,Ngor,Xiaomi,5.0,12,158,Réconditionné
237044,Médina,iPad,6.0,12,94,Réconditionné
462044,Liberte 6,iPhone,6.0,12,157,Réconditionné
362045,Ngor,ZTE,5.0,11,158,Réconditionné
237044,Nord foire,iPhone,7.0,10,96,Réconditionné
462046,Keur ndiaye lô,iPhone,7.0,11,157,Réconditionné
362045,Nord foire,iPad,5.0,10,158,Réconditionné
237043,Ngor,iPad,5.0,12,93,Réconditionné
462044,Liberte 5,iPhone,8.0,11,156,Réconditionné
362045,Ngor,ZTE,7.0,10,157,Réconditionné
237046,Ngor,iPad,6.0,12,94,Réconditionné
462043,Liberte 5,iPad,6.0,11,158,Réconditionné
362046,Nord foire,iPhone,6.0,12,158,Réconditionné
237046,Nord foire,iPhone,6.0,11,95,Réconditionné
462043,Liberte 6,iPhone,5.0,12,157,Réconditionné
362044,Ouakam,iPad,4.0,13,156,Réconditionné
237044,Ngor,iPad,6.0,13,93,Réconditionné
462045,Keur ndiaye lô,iPhone,5.0,13,157,Réconditionné
362044,Ngor,iPad,6.0,12,157,Réconditionné
237043,Ngor,ZTE,7.0,10,93,Réconditionné
462044,Liberte 5,iPad,6.0,12,156,Réconditionné
362045,Ngaparou,iPad,6.0,12,157,Réconditionné
237044,Ngaparou,iPad,8.0,11,94,Réconditionné
462046,Liberte 6 extension,iPad,7.0,11,158,Réconditionné
362044,Ngor,iPhone,6.0,11,157,Réconditionné
237044,Nord foire,iPad,8.0,11,92,Réconditionné
462044,Liberte 6,iPhone,7.0,11,158,Réconditionné
362047,Ngor,ZTE,6.0,13,156,Réconditionné
237045,Nord foire,iPhone,7.0,11,94,Réconditionné
462043,Liberte 6,Xiaomi,7.0,12,157,Réconditionné
362045,Nord foire,ZTE,5.0,12,157,Réconditionné
237045,Ouakam,iPhone,6.0,11,93,Réconditionné
462043,Keur ndiaye lô,iPhone,5.0,12,155,Réconditionné
362042,Nord foire,iPad,7.0,10,159,Réconditionné
237047,Nord foire,iPad,8.0,10,93,Réconditionné
462043,Liberte 5,iPad,6.0,12,156,Réconditionné
362045,Ngor,iPad,7.0,12,159,Réconditionné
237044,Nord foire,Xiaomi,7.0,13,95,Réconditionné
462043,Liberte 6,iPhone,6.0,12,157,Réconditionné
362044,Nord foire,iPhone,5.0,11,158,Réconditionné
237045,Nord foire,iPhone,8.0,12,93,Réconditionné
462045,Keur ndiaye lô,iPhone,7.0,13,158,Réconditionné
362045,Ngor,iPhone,5.0,10,155,Réconditionné
237044,Nord foire,iPhone,3.0,12,96,Réconditionné
462044,Liberte 6,iPhone,6.0,12,156,Réconditionné
362045,Nord foire,Xiaomi,4.0,14,157,Réconditionné
237044,Ngor,iPhone,5.0,12,95,Réconditionné
462044,Liberte 6,iPhone,5.0,11,157,Réconditionné
362044,Nord foire,iPad,6.0,12,159,Réconditionné
237044,Ngor,iPhone,7.0,11,95,Réconditionné
462046,Hlm,iPad,4.0,12,159,Réconditionné
362043,Nord foire,iPad,5.0,13,157,Réconditionné
237043,Ngor,iPad,7.0,12,94,Réconditionné
462044,Liberte 5,iPad,6.0,11,159,Réconditionné
362044,Nord foire,iPhone,4.0,12,156,Réconditionné
237045,Nord foire,iPad,6.0,11,94,Réconditionné
462044,Liberte 5,ZTE,5.0,12,156,Réconditionné
362044,Nord foire,iPhone,7.0,12,157,Réconditionné
237044,Nord foire,iPhone,7.0,12,96,Réconditionné
462046,Liberte 6,iPad,6.0,13,158,Réconditionné
362046,Nord foire,iPhone,6.0,12,158,Réconditionné
237044,Ouakam,iPhone,7.0,11,93,Réconditionné
462044,Liberte 6,iPhone,7.0,12,156,Réconditionné
362043,Ngor,iPhone,7.0,12,158,Réconditionné
237044,Ngor,iPad,6.0,11,93,Réconditionné
462043,Liberte 6,iPad,7.0,11,158,Réconditionné
362046,Ouakam,iPhone,9.0,12,158,Réconditionné
237043,Ouakam,iPhone,7.0,13,94,Réconditionné
462043,Liberte 5,Xiaomi,6.0,12,158,Réconditionné
